dynasty_id,dynasty_name_tr,dynasty_name_ar,dynasty_name_en,parent_tribe_or_clan,ethnic_origin,region_primary,regions_all,capital_city,date_start_hijri,date_end_hijri,date_start_ce,date_end_ce,sub_branch,allied_dynasties,rival_dynasties,predecessor,successor,end_cause,migration_conquest_notes,chapter,notes,ethnic_tags,government_type,religious_orientation,importance_level,capital_lat,capital_lon,duration_years_approx,century_start,century_end,geographic_zone,region_center_lat,region_center_lon,region_bbox_n,region_bbox_s,region_bbox_e,region_bbox_w,governance_detail,religious_detail,military_system,economic_base,cultural_tags,historical_period
119,Alanya Beyleri,Bēylēr-i 'Alā'iyya,The Beys of Alanya,Karamanoğulları vasalı (?),Türk,Alanya,Alanya (Alâiye),Alanya,c. 684,c. 829,c. 1285,c. 1426,,Karamanoğulları; Memlûkler,Osmanlılar,Anadolu Selçuklu valileri,Osmanlı ilhakı / Memlûk kontrolü,Osmanlı/Memlûk baskısı,,Chapter 12: Turks in Anatolia,Küçük beylik; Alanya limanı stratejik; Kıbrıs Lusignan'larla ticaret,Türk,Beylik,,Düşük,36.54,32.00,141,13,15,Anadolu,35.5,44.0,37.0,34.0,46.0,42.0,Atabeglik/Naiplik,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
120,Eşrefoğulları,Ashraf Oghullarī,The Ashraf (Eshref) Oghullari,Eşref Türkmen beyliği,Türk,Güney-İç Anadolu (Beyşehir),Beyşehir; Seydişehir,Beyşehir,c. 685,c. 726,c. 1286,c. 1326,,,Karamanoğulları; Hamidoğulları,Anadolu Selçuklu uç beyleri,Hamidoğulları/Osmanlı,Kısa ömürlü; rakip beylikler,,Chapter 12: Turks in Anatolia,Çok kısa ömürlü (~40 yıl); Beyşehir'de Eşrefoğlu Camii; sikke bastılar,Türk,Beylik,,Düşük,37.68,31.73,40,13,14,Anadolu,33.5,44.0,34.5,32.5,45.5,42.5,Atabeglik/Naiplik,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,,Moğol Sonrası
121,Candaroğulları (İsfendiyâroğulları),Jāndār Oghullarī,The Jāndār Oghullari or Isfandiyār Oghullari,Candâr/Şemseddîn ailesi,Türk,Kuzey Anadolu (Kastamonu/Sinop),Kastamonu; Sinop; Çankırı,Kastamonu; Sinop,c. 691,866,c. 1292,1461,,,Osmanlılar,Anadolu Selçuklu uç beyleri,Osmanlı Fatih Sultan Mehmed ilhakı (866/1461),Fatih Sultan Mehmed tarafından ilhak edildi (866/1461),Şemseddîn Yaman Candâr Anadolu Selçuklu uç beyi,Chapter 12: Turks in Anatolia,~170 yıl; Sinop limanı stratejik; bakır madenleri; sikke bastılar; Osmanlıların ilhak ettiği son Anadolu beyliklerinden,Türk,Beylik,,Normal,41.38,33.78,169,13,15,Anadolu,38.5,34.5,40.5,36.5,38.0,30.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Timurlu
122,Pervâneoğulları,Parwāna Oghullarī,The Parwāna Oghullari,Pervâne Muîneddîn Süleymân ailesi,Türk/İranî,Kuzey Anadolu (Sinop),Sinop,Sinop,c. 676,c. 723,c. 1277,c. 1323,,İlhanlılar,Candaroğulları,Anadolu Selçuklu pervâneliği,Candaroğulları,Candaroğulları tarafından devrildiler,Pervâne Muîneddîn Selçuklu veziri/naibi; Sinop'ta yarı bağımsız,Chapter 12: Turks in Anatolia,Kısa ömürlü; Selçuklu vezir ailesinden,Türk,Beylik,,Düşük,42.03,35.15,46,13,14,Anadolu,42.0,35.0,42.5,41.0,36.5,33.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Deniz Ticareti,,Moğol Sonrası
123,Çobanoğulları,Chōbān Oghullarī,The Chobān Oghullari,Çoban Türkmen beyliği,Türk,Kuzey Anadolu (Kastamonu),Kastamonu,Kastamonu,c. 672,c. 709,c. 1273,c. 1309,,İlhanlılar,Candaroğulları,Anadolu Selçuklu uç beyleri,Candaroğulları,Candaroğulları tarafından devrildiler,,Chapter 12: Turks in Anatolia,Kısa ömürlü (~35 yıl); Kastamonu merkezli; sikke bastılar,Türk,Beylik,,Düşük,41.38,33.78,36,13,14,Anadolu,40.5,36.0,41.5,39.0,38.0,32.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Moğol Sonrası
124,Karamanoğulları,Qaramān Oghullarī,The Qaramān Oghullari or Qaramānids,Karaman Türkmen beyliği,Türk,İç Anadolu (Konya/Karaman),Karaman (Larende); Konya; Ermenek; Silifke; İçel,Karaman (Larende); Konya (geçici),c. 654,c. 888,c. 1256,c. 1483,,Memlûkler (Osmanlı karşıtı ittifak),Osmanlılar; Anadolu Selçukluları; İlhanlılar,Anadolu Selçuklu uç beyleri,Osmanlı Fatih Sultan Mehmed / II. Bayezid kesin ilhakı,Fatih Sultan Mehmed Konya'yı aldı (c. 871/1466); kesin tasfiye c. 888/1483,Karamanoğlu Mehmed Bey Türkçeyi resmi dil ilan etti (1277 iddiası); Selçuklu başkenti Konya'yı defalarca işgal etti,Chapter 12: Turks in Anatolia,Osmanlıların en büyük rakibi; ~230 yıl; Türkçe fermanı (tartışmalı); Memlûk ittifakı; defalarca Osmanlı ile savaş; son büyük Anadolu beyliği; sikke bastılar,Türk,Beylik,,Normal,37.87,32.48,227,13,15,Anadolu,39.5,33.0,42.0,37.0,42.0,26.0,Merkezi İmparatorluk,Sünnî Hanefî,Devşirme,Ticaret/Transit,UNESCO Miras;Mimari;Edebiyat;Hat Sanatı;Sikke;Kütüphane,Erken Modern
125,Eretnaoğulları,Ēratnā Oghullarī,The Eretna Oghullari,Eretna (Uygur Türkü),Türk (Uygur),Orta Anadolu (Sivas/Kayseri),Sivas; Kayseri; Tokat,Sivas; Kayseri,c. 735,c. 782,c. 1335,c. 1381,,İlhanlılar (başlangıçta),Kadı Burhâneddin; Osmanlılar,İlhanlı valiliği,Kadı Burhâneddin Devleti,Kadı Burhâneddin tarafından devrildi,Eretna İlhanlı valisi iken bağımsız oldu; Uygur Türkü,Chapter 12: Turks in Anatolia,~45 yıl; İlhanlı çöküşünden yararlandı; Uygur kökenli; sikke bastılar,Türk,Beylik,,Normal,39.75,37.02,46,14,14,Anadolu,39.0,29.5,40.5,37.5,32.0,27.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
126,Kadı Burhâneddin Oğulları,Qādī Burhān al-Dīn Oghullarī,The Qādī Burhān al-Dīn Oghullari,Oğuz Türkmeni (Salur boyu iddiası),Türk,Orta Anadolu (Sivas),Sivas; Kayseri; Tokat,Sivas,c. 782,c. 800,c. 1381,c. 1398,,,Osmanlılar; Karamanoğulları; Akkoyunlular,Eretnaoğulları,Osmanlı ilhakı (I. Bayezid sonrası),Kadı Burhâneddin Akkoyunlu Kara Yülük Osman tarafından öldürüldü (800/1398); Sivas Osmanlı'ya,Kadı Burhâneddin Ahmed Eretnalı vezir/kadı iken tahtı ele geçirdi; şair-hükümdar,Chapter 12: Turks in Anatolia,Tek kişilik hanedan; ~17 yıl; şair-sultan; Dîvân sahibi; Türk edebiyatı açısından önemli; Akkoyunlu Kara Yülük Osman tarafından öldürüldü,Türk,Beylik,,Normal,39.75,37.02,17,14,14,Anadolu,39.0,28.0,40.0,38.0,29.5,26.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Timurlu
127,Tâceddinoğulları,Tāj al-Dīn Oghullarī,The Tāj al-Dīn Oghullari,Tâceddîn ailesi,Türk,Kuzey Anadolu (Niksar/Canik),Niksar; Canik bölgesi,Niksar,c. 749,c. 830,c. 1348,c. 1427,,,Osmanlılar,,Osmanlı ilhakı,Osmanlı ilhakı,,Chapter 12: Turks in Anatolia,Küçük beylik; Niksar/Canik bölgesi,Türk,Beylik,,Düşük,40.59,36.95,79,14,15,Anadolu,38.5,28.0,39.5,37.5,29.5,26.5,Vasal Devlet,Sünnî Hanefî,Deniz Gücü,Deniz Ticareti,Mimari,Timurlu
128,Ramazanoğulları,Ramadān Oghullarī,The Ramadān Oghullari,Ramazan/Yüregir Türkmen boyu,Türk (Yüregir/Oğuz),Çukurova (Adana),Adana; Tarsus; Sis (Kozan); Misis,Adana,c. 780,c. 1019,c. 1378,c. 1610,,Memlûkler (başlangıçta); Osmanlılar (geç dönem vasallık),Osmanlılar; Dulkadiroğulları; Memlûkler,,Osmanlı doğrudan yönetimi,Osmanlı doğrudan yönetimine geçiş (c. 1019/1610),Ramazan Bey Çukurova'da beylik kurdu; Memlûk-Osmanlı rekabetinde tampon devlet,Chapter 12: Turks in Anatolia,~230 yıl; Çukurova merkezli; Memlûk vasalı → Osmanlı vasalı; Osmanlı altında uzun süre yarı bağımsız; sikke bastılar,Türk,Beylik,,Normal,37.00,35.32,232,14,17,Anadolu,38.0,27.5,39.0,37.0,28.5,26.5,Vasal Devlet,Sünnî Hanefî,Deniz Gücü,Deniz Ticareti,Mimari,Timurlu
129,Dulkadiroğulları (Zülkadirîler),Dhū 'l-Qadriyyūn,The Dulghadir Oghullari or Dhū 'l-Qadrids,Dulkadir/Bozok Türkmen boyu,Türk,Güneydoğu Anadolu (Maraş/Elbistan),Maraş (Kahramanmaraş); Elbistan; Malatya (kısmen),Elbistan; Maraş,c. 739,928,c. 1339,1522,,Memlûkler (başlangıçta); Osmanlılar (evlilik),Osmanlılar; Memlûkler; Karamanoğulları,,Osmanlı Yavuz Sultan Selim ilhakı (928/1522),Yavuz Sultan Selim tarafından ilhak edildi (928/1522); son bey Alâüddevle Bozkurt idam,Karaca Bey Memlûk desteğiyle beylik kurdu; Osmanlı-Memlûk arasında tampon devlet; Osmanlı hanedanıyla evlilik bağları,Chapter 12: Turks in Anatolia,~180 yıl; Maraş/Elbistan merkezli; Osmanlı-Memlûk arasında denge politikası; Alâüddevle Bozkurt Yavuz tarafından idam; Osmanlı valide sultanlarının ailesi,Türk,Beylik,,Normal,37.59,36.94,183,14,16,Anadolu,37.5,29.0,39.0,36.5,31.0,27.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Timurlu
130,Osmanlılar,al-'Uthmāniyyūn,The Ottomans or Osmanlıs,"Kayı boyu (Oğuz Türkleri, iddia)",Türk (Oğuz),Anadolu → Güneydoğu Avrupa → Ortadoğu → Kuzey Afrika,Söğüt/Bursa (erken); İstanbul; Anadolu; Balkanlar; Suriye; Mısır; Hicaz; Irak; Kuzey Afrika; Kırım,"Söğüt → Bursa → Edirne → İstanbul (Konstantinopolis, 857/1453)",c. 699,1341,c. 1300,1922,,,Bizans; Haçlılar; Timur; Safevîler; Habsburg; Rusya,Anadolu Selçuklu uç beyliği,Türkiye Cumhuriyeti (1341/1923),Birinci Dünya Savaşı yenilgisi; Milli Mücadele; saltanatın kaldırılması (1 Kasım 1922); hilafetin kaldırılması (3 Mart 1924),Osman Gâzî küçük uç beyliğinden imparatorluk; İstanbul'un fethi (857/1453); Yavuz Mısır/Hicaz/Suriye fethi; Kanûnî döneminde zirve; 3 kıtada hakimiyet,Chapter 12: Turks in Anatolia,EN ÖNEMLİ — 600+ yıl; İslam dünyasının en uzun ömürlü ve en geniş imparatorluğu; 36 sultan; İstanbul fethi; hilafet iddiası; tanzimat modernleşmesi; sikke bastılar,Türk,Hilafet,,Kritik,41.01,28.98,622,13,20,Kuzey Afrika,38.5,30.0,40.0,37.0,32.5,28.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Erken Modern
131,Moğollar (Cengizîler) — Büyük Hanlar,al-Mughūl / al-Jinkīziyyūn,"The Mongol Great Khāns (Ögedey and Toluy descendants, later Yüan Dynasty)",Borcigin boyu,Moğol,Moğolistan → Çin,Moğolistan; Karakurum; Pekin (Hanbalık/Dadu); Çin; Kore; Tibet,Karakurum → Hanbalık (Pekin),603,c. 771,1206,1370,1. Birleşik Moğol İmparatorluğu (Cengiz-Möngke); 2. Yüan Hanedanı (Kubilay ve sonrası),,Hârezmşahlar; Sung Çin; Memlûkler,Moğol kabile konfederasyonu,Ming Hanedanı (Çin); Kuzey Yüan (Moğolistan),Ming isyanı Moğolları Çin'den çıkardı (c. 771/1370),Cengiz Han dünya tarihinin en büyük kara imparatorluğunu kurdu; torunu Kubilay Çin'i fethetti ve Yüan Hanedanı'nı kurdu,Chapter 13: Mongols and Central Asian/Eastern European Successors,Dünya tarihinin en büyük imparatorluğu; İslam topraklarını harap etti; Bağdat'ı yıktı (656/1258); Kubilay Müslüman değil ama İslam'a hoşgörülü; birçok halef devlet İslam'a geçti,Moğol,Hanlık,,Normal,47.20,102.83,164,13,14,Moğol/Tatar Dünyası,37.0,32.0,38.5,36.0,34.0,30.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Moğol Sonrası
132,Çağataylılar,al-Jaqatā'iyyūn,The Chaghatayids,Borcigin (Çağatay kolu),Moğol → Türkleşmiş,Mâverâünnehir ve Doğu Türkistan,Mâverâünnehir; Fergana; Kâşgar; Yedisu (Semirechye); Moğolistan (kısmen),Almalık; Semerkand (geçici); Kâşgar (doğu),c. 624,c. 9. yy,c. 1227,c. 15. yy,1. Birleşik Çağatay Hanlığı; 2. Batı Çağatay (Mâverâünnehir) → Timur devleti; 3. Doğu Çağatay (Moğolistan/Doğu Türkistan),,İlhanlılar; Altın Orda; Timurlular,Cengiz Han'ın toprak taksimi,Timurlular (batı); Doğu Çağatay/Moğolistan devleti,Batı: Timur fiilen devraldı (c. 771/1370); Doğu: çeşitli hanlar devam etti,Çağatay Han Cengiz'in ikinci oğlu; Mâverâünnehir ve Doğu Türkistan'ı aldı; hanlık zamanla İslam'a geçti; Kebek Han ilk İslam'ı benimseyen; Tarmashirin Han İslam'ı resmi din,Chapter 13: Mongols and Central Asian/Eastern European Successors,Karmaşık tarih; Batı kol Türkleşti ve İslamlaştı; Doğu kol (Moğolistan) daha geç; Timur Çağatay kukla hanları kullandı; sikke bastılar,Türk|Moğol,Hanedan/Beylik,,Normal,39.65,66.96,,,,Doğu İran/Mâverâünnehir,40.5,33.0,41.5,39.5,35.5,31.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Madencilik,,Moğol Sonrası
133,İlhanlılar,al-Īlkhāniyyūn,The Il Khānids (descendants of Hülegü),Borcigin (Toluy → Hülâgü kolu),Moğol → İslamlaşmış,"İran, Irak, Azerbaycan, Anadolu (kısmen)",Tebriz; Sultaniye; İsfahan; Bağdat; Azerbaycan; Anadolu (tâbi); Gürcistan; Horasan,Merâga → Tebriz → Sultaniye,654,c. 756,1256,c. 1355,,Anadolu Selçukluları (vasalları); Gürcüler (başlangıçta),Memlûkler; Altın Orda; Çağataylılar,Hârezmşahlar; Abbâsîler (Bağdat); çeşitli İran hanedanları,Celâyirliler; Muzafferîler; Kurtlar; çeşitli yerel hanedanlar,Ebû Saîd'in ölümünden sonra (736/1335) hızlı çözülme; çeşitli kukla hanlar; taht kavgaları,Hülâgü Haşşâşîn Alamut'u yıktı (654/1256); Bağdat'ı aldı ve Abbâsî halifesini öldürdü (656/1258); Ayn Câlût'ta Memlûklere yenildi (658/1260); Gâzân Han İslam'a geçti (694/1295),Chapter 13: Mongols and Central Asian/Eastern European Successors,İslam tarihinin kırılma noktası; Bağdat'ın yıkımı; Gâzân Han İslam'a geçti; Olcaytu (Hüdâbende) Şiî; Reşîdeddîn Câmi'ü't-Tevârîh; Tebriz dünya başkenti; sikke bastılar,Moğol,Hanlık,Şiî,Normal,38.08,46.29,99,13,14,Irak/Cezîre,39.0,37.0,40.0,38.0,40.0,35.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
134,Altın Orda Hanları (Cuci oğulları),Khānāt al-Urdū al-Dhahabī,The Khāns of the Golden Horde (Jochi descendants),Borcigin (Cuci kolu),Moğol → Türkleşmiş (Kıpçak),"Güney Rusya, Hârezm, Kıpçak Bozkırı",Saray (Volga); Hârezm; Kırım; Batı Sibirya; Kıpçak Bozkırı,Saray (Saray Batu → Saray Berke),c. 621,c. 907,c. 1224,c. 1502,"1. Batu kolu (Mavi Orda, Güney Rusya/Hârezm/batı Kıpçak); 2. Orda kolu (Ak Orda, batı Sibirya/doğu Kıpçak; 780/1378 sonrası birleşik Altın Orda)",Memlûkler (ittifak),İlhanlılar; Çağataylılar; Ruslar; Timur,Cengiz Han'ın toprak taksimi,Kırım Hanlığı; Kazan Hanlığı; Astrahan Hanlığı; Kāsımov Hanlığı,Timur'un yıkıcı seferleri (c. 797/1395); parçalanma; Rus yükselişi,Batu Han Rusya'yı fethetti (1237-1240); Berke Han İslam'a geçen ilk Moğol hükümdarı; Özbek Han döneminde İslam resmi din (c. 1313); Kıpçak Türkçesi baskın dil oldu,Chapter 13: Mongols and Central Asian/Eastern European Successors,2 kol; Berke Han ilk Müslüman Moğol hükümdar; Özbek Han dönemi zirve; Memlûk ittifakı (İlhanlılara karşı); Timur yıkımı; halef hanlıklar; sikke bastılar,Türk|Moğol,Hanlık|Beylik,,Yüksek,48.53,45.03,278,13,16,Moğol/Tatar Dünyası,41.0,39.5,42.0,40.0,41.0,38.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
135,Kırım Giray Hanları,Khānāt Giray fī al-Qirīm,The Giray Khāns of the Crimea,Borcigin (Cuci → Toktamış kolu),Moğol/Türk (Kıpçak-Tatar),Kırım Yarımadası,Kırım; Bucak (Bessarabya); Kuzey Kafkasya (kısmen),Bahçesaray,c. 832,1197,c. 1428,1783,1. Kırım Hanları; 2. Bucak/Bessarabya Tatarları (Osmanlı atanmışları),Osmanlılar (tâbiiyet/ittifak),Ruslar; Lehistan; Altın Orda artıkları,Altın Orda parçalanması,Rus ilhakı (1197/1783),Rusya Çariçesi II. Katerina Kırım'ı ilhak etti (1197/1783),Hacı Giray Altın Orda'dan bağımsız Kırım Hanlığı kurdu; 1475'ten itibaren Osmanlı himayesi; köle ticareti ve akınlar,Chapter 13: Mongols and Central Asian/Eastern European Successors,~350 yıl; Osmanlı vasalı/müttefiki; Rus-Osmanlı savaşlarında stratejik; köle ticareti; Bahçesaray sarayı; sikke bastılar,Türk|Moğol,Hanlık,,Normal,44.75,33.86,355,15,18,Moğol/Tatar Dünyası,40.5,36.5,41.5,39.5,38.5,34.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Erken Modern
136,Astrahan (Ejderhan) Hanları,Khānāt Astarkhān,The Khāns of Astrakhan,Borcigin (Cuci kolu),Türk-Tatar,Aşağı Volga,Astrahan (Ejderhan); Volga deltası,Astrahan (Hacıtarhan),c. 870,964,c. 1466,1556,,Osmanlılar (geçici),Ruslar; Nogaylar,Altın Orda parçalanması,Rus Çarlığı fethi (964/1556 İvan IV),Korkunç İvan (IV. İvan) tarafından fethedildi (964/1556),Altın Orda'nın Volga deltası kolu,Chapter 13: Mongols and Central Asian/Eastern European Successors,~90 yıl; kısa ömürlü; Volga ticaret yolu; 1556 Rus fethi; sikke bastılar,Türk,Hanlık,,Düşük,46.35,48.04,90,15,16,Moğol/Tatar Dünyası,40.0,40.0,41.0,38.5,42.0,38.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Tarım,,Erken Modern
137,Kazan Hanları,Khānāt Qāzān,The Khāns of Kazan,Borcigin (Cuci → Ulug Muhammed kolu),Türk-Tatar,Orta Volga (Kazan),Kazan; Bulgar (eski); Orta Volga havzası,Kazan,c. 842,960,c. 1438,1552,1. Ulug Muhammed kolu; 2. Dışarıdan gelen çeşitli hanlar,Kırım Hanlığı (geçici); Osmanlılar (geçici),Ruslar; Kāsımov,Altın Orda parçalanması,Rus Çarlığı fethi (960/1552 İvan IV),Korkunç İvan tarafından fethedildi (960/1552),Ulug Muhammed Altın Orda'dan ayrılarak Kazan'ı kurdu,Chapter 13: Mongols and Central Asian/Eastern European Successors,~115 yıl; İdil-Ural bölgesinde İslam'ın kalesi; 1552 Rus fethi İslam dünyasında şok etkisi; sikke bastılar,Türk,Hanlık,,Normal,55.80,49.11,114,15,16,Moğol/Tatar Dünyası,38.0,43.5,42.0,33.0,53.0,38.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Tarım,Mimari,Timurlu
138,Kāsımov Hanları,Khānāt Qāsimov,The Khāns of Qāsimov,Borcigin (çeşitli kollardan),Türk-Tatar,"Kāsımov (Oka nehri, Rusya içi)",Kāsımov; Gorodets-Meshchersky,Kāsımov,c. 856,c. 1092,c. 1452,c. 1681,1. Kazan hanları kolundan; 2. Kırım hanları kolundan; 3. Astrahan kolundan; 4. Kazak hanı; 5. Sibirya kolundan,Rusya Çarlığı (vasallık),,Rusya içinde Tatar tampon beyliği,Rusya doğrudan yönetimi,Çar yönetimince tasfiye (c. 1092/1681),Kāsım Han Moskova Büyük Knezliği'ne iltica etti; Rus-Tatar tampon beyliği; çeşitli Cengiz soyundan hanlar atandı,Chapter 13: Mongols and Central Asian/Eastern European Successors,~230 yıl; Rusya içinde Müslüman Tatar beyliği; Rus vasalı; 5 farklı koldan hanlar; sikke bastılar,Türk,Hanlık,,Normal,54.94,41.39,229,15,17,Moğol/Tatar Dünyası,38.0,44.0,42.0,33.0,50.0,38.0,Kabile Konfederasyonu,Şiî İsnâaşerî,Atlı Göçebe,Tarım,Mimari,Erken Modern
139,Kurtlar (Kartlar),al-Kurtiyyūn,The Karts or Kurts,Şensebânî/Gûrî Tâcik ailesi,İranî (Tâcik),Herât ve Horasan,Herât; Horasan; Sîstân (geçici),Herât,643,791,1245,1389,,İlhanlılar (vasallık),Çağataylılar; Serbedârîler; Timur,Gûrlular (kısmen); İlhanlı vasalı,Timurlu fethi (791/1389),Timur Herât'ı fethetti (783/1381); son Kurt meliki 791/1389'da idam,Şemseddîn Kurt ilk İlhanlı valisi; Herât'ta yarı bağımsız,Chapter 14: Persia after the Mongols,~150 yıl; Herât kültür merkezi; İlhanlı vasalı; Timur tarafından yıkıldı; sikke bastılar,İranî,Hanedan/Beylik,,Normal,34.34,62.20,144,13,14,Doğu İran/Mâverâünnehir,40.0,47.0,48.0,35.0,70.0,30.0,Merkezi İmparatorluk,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,Sikke,Moğol
140,Muzafferîler,al-Muzaffariyyūn,The Muzaffarids,Arap kökenli (Huzâ'a iddiası),Arap (İranîleşmiş),Fars ve Kirmân,Şîraz; Kirmân; İsfahan; Yezd,Şîraz,713,795,1314,1393,,,İncûîler; Celâyirliler; Timur,İlhanlı çöküşü,Timurlu fethi (795/1393),Timur Muzafferîleri tasfiye etti (795/1393),Muzaffereddîn Muhammed İlhanlı çöküşünde Fars'ta güç kazandı,Chapter 14: Persia after the Mongols,~80 yıl; Hâfız-ı Şîrâzî dönemi; Şâh Şucâ en önemli; kardeş kavgaları; Timur tasfiyesi; sikke bastılar,Arap,Şahlık,,Normal,29.59,52.58,79,14,14,Moğol/Tatar Dünyası,45.0,49.0,55.0,43.0,55.0,40.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,,Moğol Sonrası
141,İncûîler,al-Injū'iyyūn,The Inju'ids,İncû ailesi (İlhanlı mâliye görevlisi),Türk/İranî (?),Fars,Şîraz; İsfahan (geçici),Şîraz,c. 725,758,c. 1325,1357,,,Muzafferîler; Çobânîler,İlhanlı çöküşü,Muzafferîler,Muzafferîler tarafından yenildi (758/1357),Şerefeddîn Mahmûd Şâh İncû İlhanlı hazine yöneticisi; Fars'ta bağımsız,Chapter 14: Persia after the Mongols,~30 yıl; kısa ömürlü; İncû = 'hazine'; İlhanlı mâliye geleneği; sikke bastılar,Türk,Hanedan/Beylik,,Düşük,29.59,52.58,32,14,14,Moğol/Tatar Dünyası,54.9,52.3,57.0,53.0,56.0,49.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,,Moğol Sonrası
142,Celâyirliler,al-Jalā'iriyyūn,The Jalayirids,Celâyir Moğol kabilesi,Moğol → Türkleşmiş,Irak ve Azerbaycan,Bağdat; Tebriz; Sultaniye; Basra,Bağdat; Tebriz,c. 736,c. 835,c. 1336,c. 1432,,Memlûkler (geçici iltica),Muzafferîler; Timurlular; Karakoyunlular,İlhanlı çöküşü,Karakoyunlu/Timurlu,Karakoyunlu İskender tarafından son verildi (c. 835/1432),Şeyh Hasan Büzürg İlhanlı çöküşünde Bağdat'ta bağımsız; Timur seferleri hanlığı zayıflattı,Chapter 14: Persia after the Mongols,~100 yıl; Bağdat ve Tebriz; Sultan Ahmed Celâyir ünlü hat sanatçısı ve ressam; Timur seferleri yıkıcı; sikke bastılar,Türk|Moğol,Hanedan/Beylik,,Normal,33.31,44.37,96,14,15,Irak/Cezîre,44.5,34.1,46.0,43.0,36.0,32.0,Vasal Devlet,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,Mimari;Edebiyat,Timurlu
143,Serbedârîler,al-Sarbadāriyyūn,The Sarbadārids,Halk hareketi (Şiî/Sûfî),İranî,Batı Horasan (Sebzevâr),Sebzevâr; Beyhak; Nîşâbûr (geçici),Sebzevâr,c. 738,c. 783,c. 1337,c. 1381,,,Kurtlar; çeşitli Moğol artıkları; Timur,İlhanlı çöküşü,Timurlu ilhakı,Timur'a boyun eğdiler (c. 783/1381),Serbedâr = 'başı darağacında'; halk ayaklanması; Şiî/Sûfî karakter,Chapter 14: Persia after the Mongols,~45 yıl; halk kökenli hareket; İslam tarihinde nadir; darağacı metaforu; Timur'a teslim,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,36.21,57.67,44,14,14,Doğu İran/Mâverâünnehir,46.5,48.0,48.0,44.0,52.0,45.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,,Moğol Sonrası
144,Timurlular,al-Tīmūriyyūn,The Tīmūrids,Barlas boyu (Türkleşmiş Moğol),Türk-Moğol (Barlas),"Mâverâünnehir, Horasan, İran",Semerkand; Herât; İsfahan; Şîraz; Bağdat (geçici); Hindistan (geçici); Anadolu (geçici),Semerkand (Timur); Herât (sonrakiler),771,c. 912,1370,c. 1507,1. Semerkand hükümdarları; 2. Horasan hükümdarları (Uluğ Bey sonrası); 3. Batı İran ve Irak hükümdarları (Timur sonrası),,Altın Orda; Osmanlılar; Karakoyunlular; Akkoyunlular; Özbekler (Şeybânîler),Çağatay Hanlığı (kukla),Şeybânîler (Mâverâünnehir); Safevîler (İran); Bâbürlüler (Hindistan),Şeybânî Muhammed Han Herât'ı aldı (c. 912/1507); Bâbür Hindistan'a gitti,"Timur Barlas kabile beyi olarak yükseldi; Çağatay kukla hanları kullandı; Altın Orda, Delhi Sultanlığı, Osmanlıları yendi; İsfahan katliamı; Bağdat'ı aldı; Ankara Savaşı (804/1402)",Chapter 14: Persia after the Mongols,"EN ÖNEMLİ — 3 kol; Timur dünya fâtihi; Semerkand'ı dünya başkenti yaptı; Uluğ Bey astronom; Herât Hüseyin Baykara dönemi kültür zirvesi (Câmî, Nevâî); Bâbür torunu → Bâbürlüler; sikke bastılar",Türk|Moğol,Hanedan/Beylik,,Kritik,39.65,66.96,137,14,16,Doğu İran/Mâverâünnehir,57.0,65.5,62.0,52.0,70.0,60.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,,Timurlu
